x,y,source,image_name,simulated,num_spots
27.246082,10.31023,simfish,simfish_362.tif,TRUE,600
15.398644,21.570776,simfish,simfish_13.tif,TRUE,1500
30.232718,9.651691,simfish,simfish_80.tif,TRUE,500
27.278967,10.283483,simfish,simfish_353.tif,TRUE,600
30.335127,9.374529,simfish,simfish_98.tif,TRUE,500
27.62297,10.018279,simfish,simfish_371.tif,TRUE,600
15.287017,22.350641,simfish,simfish_33.tif,TRUE,1500
5.773886,25.289059,simfish,simfish_471.tif,TRUE,2300
6.400161,8.259214,simfish,simfish_253.tif,TRUE,1300
14.626471,21.534431,simfish,simfish_11.tif,TRUE,1500
20.276384,22.086897,simfish,simfish_112.tif,TRUE,200
4.3539042,24.947302,simfish,simfish_403.tif,TRUE,1800
5.592252,11.689457,simfish,simfish_160.tif,TRUE,1000
5.4763885,11.681252,simfish,simfish_155.tif,TRUE,1000
20.49005,22.409697,simfish,simfish_122.tif,TRUE,200
15.238581,21.470087,simfish,simfish_15.tif,TRUE,1500
27.177443,0.6455786,simfish,simfish_207.tif,TRUE,300
5.7740917,25.637861,simfish,simfish_492.tif,TRUE,2300
30.260326,9.547612,simfish,simfish_73.tif,TRUE,500
5.9238815,8.412362,simfish,simfish_274.tif,TRUE,1300
27.137794,0.4745564,simfish,simfish_222.tif,TRUE,300
19.987816,22.232399,simfish,simfish_133.tif,TRUE,200
26.677336,0.38990986,simfish,simfish_244.tif,TRUE,300
27.039757,0.8509018,simfish,simfish_209.tif,TRUE,300
4.967752,25.821878,simfish,simfish_470.tif,TRUE,2300
29.507883,12.3356085,simfish,simfish_322.tif,TRUE,800
4.222139,25.032162,simfish,simfish_432.tif,TRUE,1800
27.6548,10.141401,simfish,simfish_359.tif,TRUE,600
5.929927,11.688003,simfish,simfish_156.tif,TRUE,1000
30.19513,9.2222,simfish,simfish_63.tif,TRUE,500
30.24395,9.772281,simfish,simfish_66.tif,TRUE,500
5.715271,11.992951,simfish,simfish_193.tif,TRUE,1000
27.298082,9.988525,simfish,simfish_382.tif,TRUE,600
4.7055535,24.86666,simfish,simfish_419.tif,TRUE,1800
27.024937,10.399204,simfish,simfish_375.tif,TRUE,600
20.750841,21.655338,simfish,simfish_141.tif,TRUE,200
6.064248,8.33292,simfish,simfish_278.tif,TRUE,1300
4.4198933,24.558455,simfish,simfish_420.tif,TRUE,1800
20.12797,21.906239,simfish,simfish_117.tif,TRUE,200
15.158224,21.626509,simfish,simfish_38.tif,TRUE,1500
14.740176,21.563585,simfish,simfish_46.tif,TRUE,1500
27.084476,10.112301,simfish,simfish_395.tif,TRUE,600
5.90587,11.853784,simfish,simfish_151.tif,TRUE,1000
27.268923,10.109851,simfish,simfish_389.tif,TRUE,600
20.764162,22.283226,simfish,simfish_130.tif,TRUE,200
15.436345,21.38422,simfish,simfish_30.tif,TRUE,1500
26.2956,0.62310153,simfish,simfish_239.tif,TRUE,300
20.160032,21.844923,simfish,simfish_101.tif,TRUE,200
29.490425,12.252006,simfish,simfish_324.tif,TRUE,800
6.092009,8.783315,simfish,simfish_290.tif,TRUE,1300
6.184547,11.647439,simfish,simfish_163.tif,TRUE,1000
6.09401,12.059931,simfish,simfish_189.tif,TRUE,1000
4.79269,24.538227,simfish,simfish_443.tif,TRUE,1800
5.7445416,8.836127,simfish,simfish_270.tif,TRUE,1300
29.604296,12.9331255,simfish,simfish_306.tif,TRUE,800
5.666021,12.27964,simfish,simfish_172.tif,TRUE,1000
5.1759844,25.554499,simfish,simfish_494.tif,TRUE,2300
26.930395,0.6467085,simfish,simfish_223.tif,TRUE,300
30.914898,9.242428,simfish,simfish_70.tif,TRUE,500
20.409143,21.77439,simfish,simfish_128.tif,TRUE,200
6.311593,11.767219,simfish,simfish_162.tif,TRUE,1000
5.5036254,8.687695,simfish,simfish_295.tif,TRUE,1300
5.352134,25.791716,simfish,simfish_490.tif,TRUE,2300
29.559433,12.268507,simfish,simfish_333.tif,TRUE,800
5.9970374,8.962388,simfish,simfish_297.tif,TRUE,1300
6.151205,8.798338,simfish,simfish_283.tif,TRUE,1300
27.125109,9.522539,simfish,simfish_369.tif,TRUE,600
26.778315,9.730867,simfish,simfish_352.tif,TRUE,600
27.073027,0.5434305,simfish,simfish_220.tif,TRUE,300
6.0422378,11.521725,simfish,simfish_183.tif,TRUE,1000
26.698133,0.48477545,simfish,simfish_217.tif,TRUE,300
20.655872,21.897095,simfish,simfish_143.tif,TRUE,200
29.3432,12.701059,simfish,simfish_334.tif,TRUE,800
27.50706,10.193601,simfish,simfish_377.tif,TRUE,600
30.818563,9.292492,simfish,simfish_52.tif,TRUE,500
27.49113,10.687663,simfish,simfish_393.tif,TRUE,600
30.436775,9.750202,simfish,simfish_76.tif,TRUE,500
26.8613,0.8725221,simfish,simfish_202.tif,TRUE,300
5.192764,25.795252,simfish,simfish_488.tif,TRUE,2300
5.8562903,12.007546,simfish,simfish_185.tif,TRUE,1000
6.4800262,11.879093,simfish,simfish_182.tif,TRUE,1000
14.719685,21.357151,simfish,simfish_35.tif,TRUE,1500
15.349117,21.870386,simfish,simfish_17.tif,TRUE,1500
6.084046,8.277761,simfish,simfish_280.tif,TRUE,1300
5.9801755,11.796548,simfish,simfish_181.tif,TRUE,1000
5.4231105,25.98144,simfish,simfish_458.tif,TRUE,2300
26.620024,0.9734052,simfish,simfish_205.tif,TRUE,300
29.323221,12.62569,simfish,simfish_318.tif,TRUE,800
4.1129565,24.931454,simfish,simfish_421.tif,TRUE,1800
14.986353,21.99573,simfish,simfish_32.tif,TRUE,1500
30.684343,9.170497,simfish,simfish_89.tif,TRUE,500
5.6259365,25.563408,simfish,simfish_495.tif,TRUE,2300
26.46424,0.9084112,simfish,simfish_241.tif,TRUE,300
5.8972673,12.295712,simfish,simfish_192.tif,TRUE,1000
27.27335,10.079583,simfish,simfish_374.tif,TRUE,600
29.38064,12.91172,simfish,simfish_326.tif,TRUE,800
6.178294,12.28628,simfish,simfish_195.tif,TRUE,1000
27.47902,9.872108,simfish,simfish_398.tif,TRUE,600
30.039867,9.71487,simfish,simfish_51.tif,TRUE,500
4.308011,25.308544,simfish,simfish_442.tif,TRUE,1800
5.285079,26.083832,simfish,simfish_474.tif,TRUE,2300
26.295399,0.5687327,simfish,simfish_236.tif,TRUE,300
15.317085,21.54803,simfish,simfish_43.tif,TRUE,1500
29.233831,12.429313,simfish,simfish_317.tif,TRUE,800
4.3441906,24.89868,simfish,simfish_405.tif,TRUE,1800
26.59973,0.79363006,simfish,simfish_232.tif,TRUE,300
4.097823,25.212631,simfish,simfish_418.tif,TRUE,1800
15.450009,22.24639,simfish,simfish_31.tif,TRUE,1500
29.682379,12.830677,simfish,simfish_341.tif,TRUE,800
20.470196,22.196016,simfish,simfish_121.tif,TRUE,200
29.035973,12.270044,simfish,simfish_320.tif,TRUE,800
4.0908666,25.254362,simfish,simfish_401.tif,TRUE,1800
5.4355583,25.567287,simfish,simfish_463.tif,TRUE,2300
30.652782,8.8143015,simfish,simfish_84.tif,TRUE,500
15.203633,22.376047,simfish,simfish_3.tif,TRUE,1500
20.99416,22.291765,simfish,simfish_114.tif,TRUE,200
20.334019,21.980076,simfish,simfish_146.tif,TRUE,200
29.355913,12.577024,simfish,simfish_328.tif,TRUE,800
15.159282,21.98786,simfish,simfish_10.tif,TRUE,1500
27.450298,10.435179,simfish,simfish_391.tif,TRUE,600
15.486389,22.400433,simfish,simfish_12.tif,TRUE,1500
5.625458,8.35458,simfish,simfish_286.tif,TRUE,1300
30.300463,9.145817,simfish,simfish_71.tif,TRUE,500
29.028543,12.046672,simfish,simfish_315.tif,TRUE,800
4.315945,25.427147,simfish,simfish_412.tif,TRUE,1800
15.162261,21.7153,simfish,simfish_40.tif,TRUE,1500
5.7785106,25.779543,simfish,simfish_472.tif,TRUE,2300
20.654913,22.506786,simfish,simfish_127.tif,TRUE,200
5.4982333,11.87644,simfish,simfish_166.tif,TRUE,1000
5.896883,25.431255,simfish,simfish_461.tif,TRUE,2300
3.919534,24.761652,simfish,simfish_417.tif,TRUE,1800
27.08244,0.81105536,simfish,simfish_211.tif,TRUE,300
15.118475,21.404133,simfish,simfish_14.tif,TRUE,1500
21.06374,22.375423,simfish,simfish_125.tif,TRUE,200
5.1037493,25.085901,simfish,simfish_450.tif,TRUE,1800
29.28022,11.919747,simfish,simfish_304.tif,TRUE,800
29.155428,12.381958,simfish,simfish_329.tif,TRUE,800
6.0160165,8.770181,simfish,simfish_287.tif,TRUE,1300
5.122907,24.94204,simfish,simfish_447.tif,TRUE,1800
3.949561,24.971874,simfish,simfish_404.tif,TRUE,1800
15.113823,21.690136,simfish,simfish_4.tif,TRUE,1500
4.79247,25.50372,simfish,simfish_498.tif,TRUE,2300
26.719837,0.6622594,simfish,simfish_231.tif,TRUE,300
6.0923896,8.311923,simfish,simfish_294.tif,TRUE,1300
6.2596684,8.453884,simfish,simfish_265.tif,TRUE,1300
26.527443,0.5453592,simfish,simfish_246.tif,TRUE,300
30.343985,9.603882,simfish,simfish_100.tif,TRUE,500
14.642245,22.07377,simfish,simfish_6.tif,TRUE,1500
4.386987,24.44922,simfish,simfish_413.tif,TRUE,1800
26.838392,0.87943375,simfish,simfish_212.tif,TRUE,300
5.3688397,25.827578,simfish,simfish_485.tif,TRUE,2300
6.5697975,8.616601,simfish,simfish_273.tif,TRUE,1300
14.812393,21.440483,simfish,simfish_8.tif,TRUE,1500
15.459257,21.79888,simfish,simfish_26.tif,TRUE,1500
26.663342,0.48612037,simfish,simfish_216.tif,TRUE,300
20.948996,21.938366,simfish,simfish_102.tif,TRUE,200
6.495256,8.824536,simfish,simfish_298.tif,TRUE,1300
6.345464,11.490847,simfish,simfish_158.tif,TRUE,1000
4.9488006,25.805986,simfish,simfish_478.tif,TRUE,2300
5.811149,8.230545,simfish,simfish_300.tif,TRUE,1300
4.593858,24.93575,simfish,simfish_446.tif,TRUE,1800
5.8998713,12.181451,simfish,simfish_191.tif,TRUE,1000
26.809,0.8062388,simfish,simfish_235.tif,TRUE,300
27.590254,10.366784,simfish,simfish_355.tif,TRUE,600
30.078522,9.58117,simfish,simfish_82.tif,TRUE,500
27.315983,9.785469,simfish,simfish_388.tif,TRUE,600
4.9651766,25.701056,simfish,simfish_456.tif,TRUE,2300
5.562107,8.384792,simfish,simfish_276.tif,TRUE,1300
20.16255,22.049858,simfish,simfish_129.tif,TRUE,200
30.672405,9.192957,simfish,simfish_88.tif,TRUE,500
20.650919,21.901087,simfish,simfish_150.tif,TRUE,200
5.856514,8.653319,simfish,simfish_262.tif,TRUE,1300
6.0917897,8.501001,simfish,simfish_291.tif,TRUE,1300
5.811626,12.268981,simfish,simfish_175.tif,TRUE,1000
19.895084,22.235853,simfish,simfish_142.tif,TRUE,200
20.349709,22.51099,simfish,simfish_108.tif,TRUE,200
20.875814,22.179855,simfish,simfish_118.tif,TRUE,200
26.469067,0.73174477,simfish,simfish_243.tif,TRUE,300
30.390839,8.959371,simfish,simfish_96.tif,TRUE,500
26.749592,0.5668161,simfish,simfish_249.tif,TRUE,300
3.8378062,25.035192,simfish,simfish_440.tif,TRUE,1800
15.379301,22.135815,simfish,simfish_41.tif,TRUE,1500
5.703738,25.078104,simfish,simfish_499.tif,TRUE,2300
30.19169,8.957916,simfish,simfish_90.tif,TRUE,500
19.885736,22.313704,simfish,simfish_109.tif,TRUE,200
30.438677,9.136798,simfish,simfish_61.tif,TRUE,500
5.546278,11.8716955,simfish,simfish_196.tif,TRUE,1000
29.796104,12.446769,simfish,simfish_348.tif,TRUE,800
29.391432,12.710206,simfish,simfish_301.tif,TRUE,800
20.9998,22.140594,simfish,simfish_107.tif,TRUE,200
5.681689,11.533564,simfish,simfish_179.tif,TRUE,1000
26.604416,0.98792213,simfish,simfish_226.tif,TRUE,300
6.5111084,11.694436,simfish,simfish_157.tif,TRUE,1000
4.923006,24.979656,simfish,simfish_407.tif,TRUE,1800
26.868689,9.729081,simfish,simfish_387.tif,TRUE,600
20.3294,22.21807,simfish,simfish_105.tif,TRUE,200
19.90087,22.445173,simfish,simfish_148.tif,TRUE,200
5.405577,25.223896,simfish,simfish_462.tif,TRUE,2300
27.413744,10.391847,simfish,simfish_357.tif,TRUE,600
26.552137,0.8403835,simfish,simfish_225.tif,TRUE,300
30.825512,9.3090105,simfish,simfish_56.tif,TRUE,500
20.855604,22.295591,simfish,simfish_103.tif,TRUE,200
27.002607,1.0424851,simfish,simfish_204.tif,TRUE,300
29.318913,12.074909,simfish,simfish_325.tif,TRUE,800
29.778395,12.375886,simfish,simfish_336.tif,TRUE,800
19.826225,22.36226,simfish,simfish_136.tif,TRUE,200
28.548874,11.549754,simfish,simfish_360.tif,TRUE,600
20.125147,22.284958,simfish,simfish_149.tif,TRUE,200
27.530554,10.610431,simfish,simfish_376.tif,TRUE,600
15.22468,21.946363,simfish,simfish_39.tif,TRUE,1500
5.944299,11.873107,simfish,simfish_198.tif,TRUE,1000
29.296036,11.905182,simfish,simfish_311.tif,TRUE,800
4.372396,24.769703,simfish,simfish_408.tif,TRUE,1800
26.648848,0.26801565,simfish,simfish_248.tif,TRUE,300
29.124826,12.444066,simfish,simfish_349.tif,TRUE,800
29.472221,12.580826,simfish,simfish_350.tif,TRUE,800
6.044347,8.402452,simfish,simfish_254.tif,TRUE,1300
27.292568,9.694947,simfish,simfish_390.tif,TRUE,600
27.384758,9.741074,simfish,simfish_367.tif,TRUE,600
29.107119,12.110735,simfish,simfish_323.tif,TRUE,800
27.515116,9.958158,simfish,simfish_386.tif,TRUE,600
6.3282495,11.907386,simfish,simfish_171.tif,TRUE,1000
27.043829,10.005152,simfish,simfish_370.tif,TRUE,600
26.93221,0.86681175,simfish,simfish_237.tif,TRUE,300
5.60043,8.425429,simfish,simfish_255.tif,TRUE,1300
6.1846414,8.944776,simfish,simfish_261.tif,TRUE,1300
6.0334725,11.707812,simfish,simfish_159.tif,TRUE,1000
29.398643,12.660926,simfish,simfish_342.tif,TRUE,800
5.1368575,25.63994,simfish,simfish_496.tif,TRUE,2300
5.097207,24.899832,simfish,simfish_410.tif,TRUE,1800
21.029387,22.1895,simfish,simfish_111.tif,TRUE,200
29.755146,12.415517,simfish,simfish_313.tif,TRUE,800
5.7787066,9.0018,simfish,simfish_279.tif,TRUE,1300
27.635336,10.441549,simfish,simfish_366.tif,TRUE,600
5.778678,8.5096245,simfish,simfish_252.tif,TRUE,1300
4.45813,24.95916,simfish,simfish_409.tif,TRUE,1800
30.127878,9.927958,simfish,simfish_59.tif,TRUE,500
27.023926,0.8329043,simfish,simfish_233.tif,TRUE,300
5.837809,8.587858,simfish,simfish_292.tif,TRUE,1300
29.225323,12.586073,simfish,simfish_308.tif,TRUE,800
5.8595724,11.544569,simfish,simfish_199.tif,TRUE,1000
20.605448,21.930565,simfish,simfish_123.tif,TRUE,200
30.432507,9.467286,simfish,simfish_91.tif,TRUE,500
4.429665,24.932522,simfish,simfish_423.tif,TRUE,1800
3.9666274,25.529434,simfish,simfish_424.tif,TRUE,1800
29.566916,12.710878,simfish,simfish_338.tif,TRUE,800
29.730642,12.078904,simfish,simfish_346.tif,TRUE,800
4.8985786,25.744287,simfish,simfish_465.tif,TRUE,2300
30.699327,9.25158,simfish,simfish_86.tif,TRUE,500
4.3903403,25.070404,simfish,simfish_402.tif,TRUE,1800
30.056175,9.738662,simfish,simfish_78.tif,TRUE,500
5.1767464,25.663565,simfish,simfish_489.tif,TRUE,2300
6.2735395,12.059568,simfish,simfish_168.tif,TRUE,1000
29.775267,12.319611,simfish,simfish_332.tif,TRUE,800
4.102042,25.019533,simfish,simfish_439.tif,TRUE,1800
30.580791,9.8709345,simfish,simfish_92.tif,TRUE,500
14.699676,21.965794,simfish,simfish_29.tif,TRUE,1500
5.6512785,8.5731,simfish,simfish_289.tif,TRUE,1300
26.869835,0.4510449,simfish,simfish_240.tif,TRUE,300
29.358055,11.705582,simfish,simfish_337.tif,TRUE,800
15.066181,21.812984,simfish,simfish_27.tif,TRUE,1500
4.4111967,25.655903,simfish,simfish_473.tif,TRUE,2300
29.209648,12.655734,simfish,simfish_319.tif,TRUE,800
19.900177,22.177443,simfish,simfish_124.tif,TRUE,200
5.9424853,11.864103,simfish,simfish_176.tif,TRUE,1000
14.588887,21.88936,simfish,simfish_22.tif,TRUE,1500
27.619059,9.794758,simfish,simfish_380.tif,TRUE,600
30.656206,9.0032625,simfish,simfish_64.tif,TRUE,500
15.369661,22.039904,simfish,simfish_25.tif,TRUE,1500
5.9599404,8.412001,simfish,simfish_268.tif,TRUE,1300
14.7834015,21.69447,simfish,simfish_28.tif,TRUE,1500
15.022647,21.393456,simfish,simfish_50.tif,TRUE,1500
30.395199,9.225909,simfish,simfish_62.tif,TRUE,500
4.7020316,24.46761,simfish,simfish_435.tif,TRUE,1800
20.02195,22.231094,simfish,simfish_110.tif,TRUE,200
5.9506726,11.879797,simfish,simfish_197.tif,TRUE,1000
20.141125,22.099882,simfish,simfish_115.tif,TRUE,200
15.08015,21.811567,simfish,simfish_2.tif,TRUE,1500
29.301521,11.984698,simfish,simfish_343.tif,TRUE,800
28.894342,12.157234,simfish,simfish_345.tif,TRUE,800
28.97447,12.34727,simfish,simfish_335.tif,TRUE,800
5.4296384,8.459501,simfish,simfish_296.tif,TRUE,1300
4.8623347,25.737114,simfish,simfish_493.tif,TRUE,2300
5.2963557,25.846684,simfish,simfish_452.tif,TRUE,2300
6.1478224,11.997649,simfish,simfish_153.tif,TRUE,1000
20.335165,22.16832,simfish,simfish_134.tif,TRUE,200
5.3512006,25.584938,simfish,simfish_454.tif,TRUE,2300
5.388081,8.93186,simfish,simfish_271.tif,TRUE,1300
20.498703,21.888231,simfish,simfish_104.tif,TRUE,200
27.40427,9.944992,simfish,simfish_358.tif,TRUE,600
6.2909436,8.547468,simfish,simfish_284.tif,TRUE,1300
6.1268115,8.897165,simfish,simfish_266.tif,TRUE,1300
5.661675,25.387655,simfish,simfish_468.tif,TRUE,2300
6.38257,8.6612,simfish,simfish_251.tif,TRUE,1300
6.247806,8.400819,simfish,simfish_299.tif,TRUE,1300
19.703138,21.893818,simfish,simfish_139.tif,TRUE,200
26.39359,0.6939125,simfish,simfish_250.tif,TRUE,300
